subjectid,responseid,block,trial,stimulus,colormap,colorCategorization,vis,centerPerturb,noisePerturb,noisePerturbCount,noiseAmplitude,correct,modelChoice,selectedCanvas,responseTime,generationTime
1288,57078,2,5,14,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,7314,434
1288,57079,2,6,15,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,117395,428
1288,57080,2,7,16,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,22069,426
1288,57081,2,8,17,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,114392,488
1288,57082,2,9,18,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,22626,433
1288,57083,3,1,19,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,1,87169,454
1288,57084,3,2,20,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,13647,417
1288,57085,3,3,21,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,1,283650,440
1288,57086,3,4,22,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,55697,439
1288,57087,3,5,23,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,2,131550,438
1288,57088,3,6,24,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,3,6570,434
1288,57089,3,7,25,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,43301,440
1288,57090,3,8,26,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,47499,403
1288,57091,3,9,27,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,193358,436
1288,57065,1,1,1,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,23378,1429
1288,57066,1,2,2,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,14315,468
1288,57067,1,3,3,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,77529,400
1288,57068,1,4,4,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,42578,417
1288,57069,1,5,5,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,13108,426
1288,57070,1,6,6,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,5,52531,428
1288,57071,1,7,7,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,11898,399
1288,57072,1,8,8,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,28073,431
1288,57073,1,9,9,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,3,43910,444
1288,57092,4,1,28,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,18257,440
1288,57093,4,2,29,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,16254,433
1288,57094,4,3,30,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,15404,415
1288,57095,4,4,31,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,64181,404
1288,57096,4,5,32,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,23854,447
1288,57097,4,6,33,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,56092,488
1288,57098,4,7,34,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,22793,422
1288,57099,4,8,35,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,76161,421
1288,57100,4,9,36,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,63927,464
1289,56507,3,1,19,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,15070,881
1289,56508,3,2,20,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,12376,873
1289,56509,3,3,21,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,13464,921
1289,56510,3,4,22,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,20680,820
1289,56511,3,5,23,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,26508,908
1289,56512,3,6,24,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,15695,840
1289,56513,3,7,25,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,14599,845
1289,56514,3,8,26,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,17239,908
1289,56515,3,9,27,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,17897,879
1289,56516,4,1,28,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,5,8127,993
1289,56517,4,2,29,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,15661,854
1289,56518,4,3,30,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,10308,812
1289,56519,4,4,31,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,10990,794
1289,56520,4,5,32,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,8987,974
1289,56521,4,6,33,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,28625,782
1289,56522,4,7,34,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,7441,878
1289,56523,4,8,35,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,16474,791
1289,56524,4,9,36,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,10006,1195
1289,56489,1,1,1,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,7233,861
1289,56490,1,2,2,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,5,14025,888
1289,56491,1,3,3,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,2,8975,820
1289,56492,1,4,4,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,14094,982
1289,56493,1,5,5,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,8473,773
1289,56494,1,6,6,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,9489,803
1289,56495,1,7,7,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,5292,796
1289,56496,1,8,8,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,2,4649,787
1289,56497,1,9,9,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,10616,879
1289,56498,2,1,10,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,18138,848
1289,56499,2,2,11,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,17923,916
1289,56500,2,3,12,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,48098,969
1289,56501,2,4,13,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,18270,1354
1289,56502,2,5,14,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,15603,829
1289,56503,2,6,15,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,15694,878
1289,56504,2,7,16,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,9895,833
1289,56505,2,8,17,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,15484,784
1289,56506,2,9,18,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,14469,804
1291,56615,3,1,19,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,7520,355
1291,56616,3,2,20,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,13094,350
1291,56617,3,3,21,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,9957,351
1291,56618,3,4,22,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,9619,351
1291,56619,3,5,23,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,9300,352
1291,56620,3,6,24,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,7924,352
1291,56621,3,7,25,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,13062,350
1291,56622,3,8,26,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,6526,358
1291,56623,3,9,27,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,6180,351
1291,56606,2,1,10,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,3,68304,359
1291,56607,2,2,11,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,34418,354
1291,56608,2,3,12,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,5,35791,357
1291,56609,2,4,13,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,67390,358
1291,56610,2,5,14,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,6672,357
1291,56611,2,6,15,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,13427,353
1291,56612,2,7,16,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,11906,353
1291,56613,2,8,17,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,25357,359
1291,56614,2,9,18,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,10431,357
1291,56624,4,1,28,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,13616,355
1291,56625,4,2,29,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,11150,358
1291,56626,4,3,30,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,30831,356
1291,56627,4,4,31,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,11456,356
1291,56628,4,5,32,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,5,22818,353
1291,56629,4,6,33,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,2,14835,352
1291,56630,4,7,34,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,32061,360
1291,56631,4,8,35,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,2,23377,355
1291,56632,4,9,36,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,15426,353
1291,56597,1,1,1,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,14691,384
1291,56598,1,2,2,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,20567,365
1291,56599,1,3,3,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,28271,357
1291,56600,1,4,4,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,5773,375
1291,56601,1,5,5,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,4984,363
1291,56602,1,6,6,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,5099,361
1291,56603,1,7,7,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,9372,376
1291,56604,1,8,8,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,27826,354
1291,56605,1,9,9,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,4752,356
1293,56318,2,1,10,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,5302,306
1293,56319,2,2,11,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,4771,294
1293,56320,2,3,12,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,1603,297
1293,56321,2,4,13,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,4215,301
1293,56322,2,5,14,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,5380,295
1293,56323,2,6,15,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,8553,299
1293,56324,2,7,16,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,1987,304
1293,56325,2,8,17,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,9808,299
1293,56326,2,9,18,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,4763,303
1293,56327,3,1,19,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,4632,298
1293,56328,3,2,20,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,2658,298
1293,56329,3,3,21,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,8501,294
1293,56330,3,4,22,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,2030,295
1293,56331,3,5,23,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,3263,293
1293,56332,3,6,24,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,5587,289
1293,56333,3,7,25,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,5052,296
1293,56334,3,8,26,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,5,6495,301
1293,56335,3,9,27,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,6807,301
1293,56336,4,1,28,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,2286,321
1293,56337,4,2,29,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,5228,318
1293,56338,4,3,30,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,5,4404,296
1293,56339,4,4,31,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,3492,293
1293,56340,4,5,32,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,4585,306
1293,56341,4,6,33,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,3425,291
1293,56342,4,7,34,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,4647,299
1293,56343,4,8,35,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,2975,292
1293,56344,4,9,36,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,4597,293
1293,56309,1,1,1,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,5005,332
1293,56310,1,2,2,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,6648,321
1293,56311,1,3,3,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,4252,303
1293,56312,1,4,4,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,6385,292
1293,56313,1,5,5,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,2911,300
1293,56314,1,6,6,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,3098,298
1293,56315,1,7,7,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,2,5,5357,293
1293,56316,1,8,8,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,5872,300
1293,56317,1,9,9,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,9401,297
1294,56885,1,1,1,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,2376,650
1294,56886,1,2,2,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,1280,610
1294,56887,1,3,3,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,1250,602
1294,56888,1,4,4,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,970,595
1294,56889,1,5,5,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,812,608
1294,56890,1,6,6,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,970,593
1294,56891,1,7,7,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,979,591
1294,56892,1,8,8,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,1842,594
1294,56893,1,9,9,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,2,2,1323,592
1294,56912,4,1,28,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,42582,601
1294,56913,4,2,29,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,4,2715,598
1294,56914,4,3,30,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,2995,602
1294,56915,4,4,31,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,1869,586
1294,56916,4,5,32,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,3676,593
1294,56917,4,6,33,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,2742,586
1294,56918,4,7,34,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,2395,594
1294,56919,4,8,35,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,1392,600
1294,56920,4,9,36,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,1767,593
1294,56894,2,1,10,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,5978,608
1294,56895,2,2,11,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,2475,639
1294,56896,2,3,12,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,4857,618
1294,56897,2,4,13,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,2282,615
1294,56898,2,5,14,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,5,5047,595
1294,56899,2,6,15,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,5615,597
1294,56900,2,7,16,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,1867,600
1294,56901,2,8,17,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,3017,595
1294,56902,2,9,18,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,2624,595
1294,56903,3,1,19,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,11956,599
1294,56904,3,2,20,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,5692,592
1294,56905,3,3,21,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,5,1808,590
1294,56906,3,4,22,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,7974,594
1294,56907,3,5,23,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,5863,593
1294,56908,3,6,24,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,2,2,3770,603
1294,56909,3,7,25,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,9602,588
1294,56910,3,8,26,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,2,4063,594
1294,56911,3,9,27,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,8770,592
1296,56471,3,1,19,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,10332,1019
1296,56472,3,2,20,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,8206,981
1296,56473,3,3,21,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,11828,2295
1296,56474,3,4,22,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,10071,960
1296,56475,3,5,23,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,2031,1107
1296,56476,3,6,24,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,7393,1080
1296,56477,3,7,25,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,2,20846,1009
1296,56478,3,8,26,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,4878,996
1296,56479,3,9,27,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,4493,966
1296,56462,2,1,10,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,5710,1092
1296,56463,2,2,11,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,16210,1130
1296,56464,2,3,12,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,6426,1086
1296,56465,2,4,13,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,5877,975
1296,56466,2,5,14,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,21910,1093
1296,56467,2,6,15,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,7739,1028
1296,56468,2,7,16,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,6396,1006
1296,56469,2,8,17,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,7107,1116
1296,56470,2,9,18,blue,148.302,fieldSmooth,0.098716,1.9,1,1.1,0,0,6,20482,1040
1296,56480,4,1,28,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,7122,1042
1296,56481,4,2,29,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,21357,1022
1296,56482,4,3,30,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,8130,1098
1296,56483,4,4,31,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,5320,1035
1296,56484,4,5,32,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,3986,1041
1296,56485,4,6,33,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,0,0,1,11561,1151
1296,56486,4,7,34,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,10709,1107
1296,56487,4,8,35,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,19026,982
1296,56488,4,9,36,viridis,409,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,9837,1224
1296,56453,1,1,1,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,3252,971
1296,56454,1,2,2,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,5669,1047
1296,56455,1,3,3,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,2,4,10532,1241
1296,56456,1,4,4,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,5939,890
1296,56457,1,5,5,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,3,15374,1016
1296,56458,1,6,6,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,7282,1010
1296,56459,1,7,7,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,1,4,8033,979
1296,56460,1,8,8,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,1,2,3,11512,1040
1296,56461,1,9,9,blue-orange,499.941,fieldSmooth,0.098716,1.9,1,1.1,0,0,3,18544,965
1299,56588,4,1,28,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,2,6,12812,708
1299,56589,4,2,29,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,1,47528,630
1299,56590,4,3,30,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,2884,587
1299,56591,4,4,31,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,6,4689,579
1299,56592,4,5,32,jet,793.453,fieldSmooth,0.098716,1.9,1,1.1,1,1,5,25714,563
