participantId,trialId,frequencyId,targetSSIM,actualSSIM,actualMagnitude,repetition,colormapId,colormapHue,colormapChromaPattern,colormapLumaPattern,targetPosition,selectedPosition,correct,reactionTime,timestamp,ciede2000_discriminative,contrast_sensitivity,hue_discriminative,luminance_variation,chromatic_variation,categorization,LAB_Length,log_categorization,logLAB_Length,log_hue_discriminative,log_luminance_variation,log_chromatic_variation
6941891541c8e9e8823fa2f6,34,high,0.956,0.9552325496388896,0.3125,1,39,300,thermal,linear,0,0,1,6287,2026-02-22T07:10:13.710Z,3.268442937584798,8.367213920217083,28.277916959817492,620.4214412902381,282.7791695981749,16,836.7213920217083,2.833213344056216,6.730685577447901,3.345611270863964,6.432009501175768,5.64819636385801
6941891541c8e9e8823fa2f6,10,low,0.954,0.9548135133516126,0.75,1,45,300,linear,thermal,1,3,0,39569,2026-02-22T07:10:53.296Z,2.785650680918033,7.1312657431501645,36.7654943423159,337.2931034144812,367.65494342315895,14,713.1265743150165,2.70805020110221,6.57106022157924,3.607276000881502,5.823912689573785,5.909861093875548
6941891541c8e9e8823fa2f6,9000,medium,0.8,0.817616558967559,4.0,0,47,300,thermal,thermal,0,0,1,8314,2026-02-22T07:11:01.636Z,3.615671498573345,9.256119036347764,48.12238510467189,591.1778040184856,481.2238510467189,18,925.6119036347764,2.9444389791664403,6.831534819473284,3.875823334505133,6.383806934415408,6.178408427499178
6941891541c8e9e8823fa2f6,16,low,0.954,0.95428376193428,0.703125,1,3,100,thermal,constant,2,2,1,9465,2026-02-22T07:11:11.120Z,2.167861097120163,5.5497244086276165,24.144465225511215,310.6047098129517,241.44465225511215,11,554.9724408627617,2.4849066497880004,6.320718726228514,3.1881883532099593,5.741735428814815,5.490773446204004
6941891541c8e9e8823fa2f6,6,low,0.954,0.9548006857913772,1.03125,1,23,200,thermal,linear,3,3,1,26380,2026-02-22T07:11:37.521Z,1.9050856947948502,4.877019378674817,17.884476278020077,301.52799602044604,178.84476278020077,9,487.70193786748166,2.302585092994046,6.191752769620164,2.8895089567914325,5.712173822016438,5.192094049785478
6941891541c8e9e8823fa2f6,11,low,0.954,0.953736911504487,1.3359375,1,44,300,constant,thermal,1,1,1,7387,2026-02-22T07:11:44.933Z,4.786778125763763,12.254152001955234,97.51417619309734,721.2787446074294,975.1417619309734,24,1225.4152001955233,3.2188758248682006,7.1118507216389215,4.58102273075169,6.58241113724935,6.883607823745736
6941891541c8e9e8823fa2f6,30,medium,0.982,0.9825884796581164,0.15625,1,36,300,constant,linear,0,0,1,3137,2026-02-22T07:11:48.080Z,1.5775840811437247,4.038615247727935,28.264438893864696,198.01181452478085,282.64438893864696,8,403.86152477279353,2.1972245773362196,6.003545094499321,3.345136208945808,5.293364192433455,5.647721301939853
6941891541c8e9e8823fa2f6,27,medium,0.982,0.982480050891497,0.1171875,1,2,100,diverging,constant,0,0,1,24069,2026-02-22T07:12:12.169Z,1.6015660161061342,4.100009001231704,28.82059881454801,206.84310287412364,288.2059881454801,8,410.00090012317037,2.1972245773362196,6.018595404574543,3.364554102973434,5.336783481958867,5.667139195967479
6941891541c8e9e8823fa2f6,26,medium,0.982,0.982782219493612,0.15625,1,27,200,thermal,diverging,3,3,1,68309,2026-02-22T07:13:20.496Z,2.836383016754769,7.261140522892208,33.10029122332927,436.5597621511986,331.0029122332927,14,726.1140522892208,2.70805020110221,6.589083345956976,3.5025586476709973,6.081213295671587,5.805143740665043
6941891541c8e9e8823fa2f6,42,high,0.956,0.956653197825606,0.296875,1,32,300,constant,constant,2,2,1,7212,2026-02-22T07:13:27.728Z,1.1876694220235262,3.040433720380227,12.29230752693276,210.28102129327064,122.9230752693276,6,304.0433720380227,1.9459101490553132,5.720453969900819,2.5170759193764254,5.35318910181509,4.819661012370471
6941891541c8e9e8823fa2f6,33,high,0.956,0.95663678731227,0.3125,1,0,100,constant,constant,1,1,1,9520,2026-02-22T07:13:37.265Z,0.6453781276536699,1.6521680067933948,5.369506668184752,84.36847794303083,53.69506668184752,3,165.21680067933949,1.3862943611198906,5.113292964432362,1.6991884237349781,4.4469769219190445,4.001773516729024
6941891541c8e9e8823fa2f6,25,medium,0.982,0.9813019835183135,0.21875,1,1,100,linear,constant,0,0,1,8476,2026-02-22T07:13:45.760Z,0.9987815922556742,2.556880876174526,11.031042441735748,137.73176588541133,110.31042441735748,5,255.6880876174526,1.791759469228055,5.54786168094699,2.40973782143489,4.932542326948488,4.712322914428936
6941891541c8e9e8823fa2f6,2,low,0.954,0.9545744909530623,1.03125,1,15,100,thermal,thermal,3,3,1,29034,2026-02-22T07:14:14.817Z,2.8126005559803455,7.200257423309685,22.282452207327516,647.0726113933745,222.82452207327518,14,720.0257423309685,2.70805020110221,6.580674840296644,3.1082772682542648,6.47400274469403,5.41086236124831
6941891541c8e9e8823fa2f6,44,high,0.956,0.956530355779748,0.8125,1,6,100,diverging,linear,2,2,1,2997,2026-02-22T07:14:17.833Z,1.7656857135678048,4.52015542673358,25.714146463756048,203.05757170473194,257.1414646375605,9,452.015542673358,2.302585092994046,6.115926435431655,3.2509226542078573,5.318402168268151,5.553507747201903
6941891541c8e9e8823fa2f6,46,high,0.956,0.9565595837885588,0.1875,1,9,100,linear,diverging,1,1,1,7034,2026-02-22T07:14:24.884Z,1.5269970761611207,3.909112514972469,26.397682327389198,144.37783320074396,263.97682327389197,7,390.9112514972469,2.0794415416798357,5.971035414916568,3.2770572698235814,4.979336099562036,5.579642362817627
6941891541c8e9e8823fa2f6,9001,medium,0.8,0.8573794694372673,4.0,0,47,300,thermal,thermal,2,2,1,6397,2026-02-22T07:14:31.305Z,3.615671498573345,9.256119036347764,48.12238510467189,591.1778040184856,481.2238510467189,18,925.6119036347764,2.9444389791664403,6.831534819473284,3.875823334505133,6.383806934415408,6.178408427499178
6941891541c8e9e8823fa2f6,35,high,0.956,0.956238656758982,0.1875,1,18,200,diverging,constant,0,0,1,3005,2026-02-22T07:14:34.328Z,1.9573615471802173,5.010845560781356,27.15960039811797,261.72496455631426,271.5960039811797,10,501.0845560781356,2.3978952727983707,6.218768543910235,3.3054057672511115,5.571107722843721,5.607990860245157
6941891541c8e9e8823fa2f6,15,low,0.954,0.9539901164249128,0.5390625,1,7,100,thermal,linear,1,2,0,15921,2026-02-22T07:14:50.265Z,1.9230798928068427,4.923084525585518,27.819417121435134,274.29946167403017,278.19417121435134,9,492.3084525585517,2.302585092994046,6.201134642815278,3.3293224009368205,5.61785945673085,5.631907493930866
6941891541c8e9e8823fa2f6,23,medium,0.982,0.9820351484533556,0.171875,1,35,300,thermal,constant,1,1,1,21217,2026-02-22T07:15:11.505Z,2.3156691937729876,5.928113136058848,19.57263030683137,354.26305180845196,195.7263030683137,11,592.8113136058848,2.4849066497880004,6.386561615037824,2.9792283452114625,5.872858506086844,5.281813438205508
6941891541c8e9e8823fa2f6,29,medium,0.982,0.9824150375634771,0.15625,1,17,200,linear,constant,1,3,0,19568,2026-02-22T07:15:31.080Z,1.4354249595005972,3.674687896321529,15.47830041770039,179.02331679091822,154.7830041770039,7,367.4687896321529,2.0794415416798357,5.909356012336002,2.7458789470531353,5.193086380228247,5.048464040047181
6941891541c8e9e8823fa2f6,17,medium,0.982,0.9819227326834012,0.34375,1,40,300,constant,diverging,1,1,1,4198,2026-02-22T07:15:35.296Z,2.41375458984558,6.179211750004685,49.46000593292426,212.71104654059232,494.60005932924264,12,617.9211750004685,2.5649493574615367,6.4279779220887265,3.9031841764728847,5.364624852802848,6.205769269466931
6941891541c8e9e8823fa2f6,31,medium,0.982,0.981657282346508,0.171875,1,4,100,constant,linear,0,0,1,21854,2026-02-22T07:15:57.176Z,1.3013015901633072,3.3313320708180663,25.96312895379382,202.76564804285186,259.6312895379382,6,333.13320708180663,1.9459101490553132,5.811539737065932,3.2605216317875025,5.316970549382303,5.563106724781548
6941891541c8e9e8823fa2f6,39,high,0.956,0.9554661246818044,7.0,1,24,200,constant,diverging,2,2,1,8812,2026-02-22T07:16:06.000Z,2.4165249716197965,6.186303927346679,45.552422168931116,403.6674974564562,455.52422168931116,12,618.6303927346679,2.5649493574615367,6.429123159526053,3.8210566651937437,6.003065735971771,6.123641758187789
6941891541c8e9e8823fa2f6,21,medium,0.982,0.9823263249198794,0.15625,1,26,200,diverging,diverging,1,1,1,6163,2026-02-22T07:16:12.184Z,2.479848234116143,6.348411479337326,19.859349631617874,421.63312831481574,198.59349631617874,12,634.8411479337326,2.5649493574615367,6.454948764743259,2.9936976867661826,6.046504493767833,5.2962827797602285
6941891541c8e9e8823fa2f6,8,low,0.954,0.9530815112501492,0.75,1,47,300,thermal,thermal,1,1,1,6855,2026-02-22T07:16:19.063Z,3.615671498573345,9.256119036347764,48.12238510467189,591.1778040184856,481.2238510467189,18,925.6119036347764,2.9444389791664403,6.831534819473284,3.875823334505133,6.383806934415408,6.178408427499178
6941891541c8e9e8823fa2f6,12,low,0.954,0.9539229462721998,0.796875,1,41,300,linear,diverging,0,0,1,22413,2026-02-22T07:16:41.493Z,2.881312507229278,7.376160018506952,26.441122187868228,508.8118027413312,264.4112218786823,14,737.6160018506952,2.70805020110221,6.604778167294386,3.2786953108989456,6.234041643383181,5.5812804038929915
6941891541c8e9e8823fa2f6,43,high,0.956,0.9553340740638336,0.5,1,10,100,diverging,diverging,0,0,1,5059,2026-02-22T07:16:46.568Z,1.8140740116223453,4.644029469753204,22.533130949666123,296.224886623982,225.33130949666122,9,464.4029469753204,2.302585092994046,6.1429035829824805,3.119414804015596,5.694489046296077,5.421999897009641
6941891541c8e9e8823fa2f6,45,high,0.956,0.9561414345124062,0.359375,1,25,200,linear,diverging,1,1,1,4905,2026-02-22T07:16:51.493Z,2.3021713043887733,5.89355853923526,18.25794001784437,460.6172876097487,182.57940017844368,11,589.355853923526,2.4849066497880004,6.380725497325851,2.9100621794336994,6.1347361659868564,5.212647272427745
6941891541c8e9e8823fa2f6,9002,medium,0.8,0.8158425060676789,4.0,0,47,300,thermal,thermal,1,1,1,4184,2026-02-22T07:16:55.696Z,3.615671498573345,9.256119036347764,48.12238510467189,591.1778040184856,481.2238510467189,18,925.6119036347764,2.9444389791664403,6.831534819473284,3.875823334505133,6.383806934415408,6.178408427499178
6941891541c8e9e8823fa2f6,22,medium,0.982,0.98263556700195,0.40625,1,19,200,thermal,constant,2,2,1,9317,2026-02-22T07:17:05.028Z,2.3411209479259294,5.993269626690379,21.910767913134553,393.5618764026461,219.10767913134552,11,599.3269626690379,2.4849066497880004,6.397474444573202,3.0915317842134677,5.977775975648588,5.394116877207513
6941891541c8e9e8823fa2f6,48,high,0.956,0.955652990948164,0.1796875,1,29,200,linear,thermal,3,3,1,12466,2026-02-22T07:17:17.514Z,3.1867161903781125,8.157993447367968,43.93242587306041,545.9972771076912,439.32425873060413,16,815.7993447367968,2.833213344056216,6.7053934646180045,3.784926314163189,6.30444382454431,6.087511407157234
6941891541c8e9e8823fa2f6,5,low,0.954,0.9539047461273078,0.9375,1,22,200,diverging,linear,0,0,1,21393,2026-02-22T07:17:38.933Z,2.0500015956242,5.2480040847979526,23.682864783867256,276.7661610276739,236.82864783867257,10,524.8004084797952,2.3978952727983707,6.264921689168426,3.168965354312275,5.626779612345206,5.471550447306321
6941891541c8e9e8823fa2f6,14,low,0.954,0.9549172713654658,5.4375,1,20,200,constant,linear,1,1,1,25819,2026-02-22T07:18:04.759Z,1.2683794762177183,3.2470514591173587,20.02464142995518,232.22428127289453,200.24641429955182,6,324.7051459117359,1.9459101490553132,5.785992511702159,3.001945006000816,5.452000571152468,5.304530098994862
6941891541c8e9e8823fa2f6,32,medium,0.982,0.9829765046531784,0.140625,1,12,100,constant,thermal,0,0,1,3603,2026-02-22T07:18:08.368Z,4.77184204311527,12.215915630375092,97.32446798443593,732.3926569381587,973.2446798443593,24,1221.591563037509,3.2188758248682006,7.108728116734489,4.579077390439382,6.597681243231168,6.881662483433428
6941891541c8e9e8823fa2f6,4,low,0.954,0.9543421612224622,10.5,1,34,300,diverging,constant,3,3,1,27909,2026-02-22T07:18:36.284Z,2.5245384918302447,6.4628185390854265,29.568071809215223,349.07719780702075,295.68071809215223,12,646.2818539085426,2.5649493574615367,6.472781831647847,3.3900714442979436,5.8581536953254565,5.692656537291989
6941891541c8e9e8823fa2f6,9,low,0.954,0.954352818705512,0.7265625,1,30,200,diverging,thermal,1,1,1,6639,2026-02-22T07:18:42.932Z,2.99243771713488,7.660640555865293,55.74477981468667,357.39447540810903,557.4477981468667,15,766.0640555865293,2.772588722239781,6.6425703123345246,4.022576053191332,5.881634266384059,6.325161146185378
6941891541c8e9e8823fa2f6,41,high,0.956,0.9550768990294386,0.21875,1,13,100,linear,thermal,2,2,1,7994,2026-02-22T07:18:50.933Z,2.2520884811415156,5.76534651172228,40.25654078884822,304.8833067071156,402.5654078884822,11,576.534651172228,2.4849066497880004,6.358768442625731,3.6977534829134844,5.723203678589396,6.00033857590753
6941891541c8e9e8823fa2f6,47,high,0.956,0.956797696764984,0.53125,1,31,200,thermal,thermal,1,1,1,4708,2026-02-22T07:18:55.648Z,2.6378752690877065,6.752960688864529,29.192126799973188,505.7586323549438,291.92126799973187,13,675.2960688864529,2.6390573296152584,6.516630951886865,3.3773187700155223,6.228034819927905,5.679903863009568
6941891541c8e9e8823fa2f6,13,low,0.954,0.954674072236564,0.36328125,1,14,100,diverging,thermal,3,2,0,22641,2026-02-22T07:19:18.297Z,2.8645968946539315,7.333368050314065,54.78138779289425,412.8376920853227,547.8138779289425,14,733.3368050314065,2.70805020110221,6.598967785809949,4.005174270869296,6.02547384885128,6.307759363863342
6941891541c8e9e8823fa2f6,20,medium,0.982,0.9819409501709075,0.234375,1,16,200,constant,constant,0,0,1,5671,2026-02-22T07:19:23.975Z,1.0233956594025762,2.619892888070595,9.502234434449335,189.47275312069584,95.02234434449335,5,261.9892888070595,1.791759469228055,5.572113304379044,2.2619958249793486,5.249509156099425,4.5645809179733945
6941891541c8e9e8823fa2f6,18,medium,0.982,0.9821215991768572,0.265625,1,33,300,linear,constant,1,1,1,12967,2026-02-22T07:19:36.949Z,2.5467064085615263,6.519568405917507,28.687270579927805,379.363570050975,286.87270579927804,13,651.9568405917507,2.6390573296152584,6.481511033051926,3.359933295681363,5.941127558606202,5.662518388675409
6941891541c8e9e8823fa2f6,9003,medium,0.8,0.8668493732513968,4.0,0,47,300,thermal,thermal,2,2,1,13363,2026-02-22T07:19:50.320Z,3.615671498573345,9.256119036347764,48.12238510467189,591.1778040184856,481.2238510467189,18,925.6119036347764,2.9444389791664403,6.831534819473284,3.875823334505133,6.383806934415408,6.178408427499178
